Sim_ID,Total_Rounds,Alive_Ratio,Remaining_HP_Ratio,YinYang_Deviation,Skill_Aggressive,Skill_Heal,Skill_Utility,Skill_Defensive,Turn_Skip_Ratio,Corrosion_Revert_Ratio
50,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
51,2,1.000,0.989,0.0,0.800,0.000,0.600,0.000,0.000,0.000
52,2,1.000,0.986,0.0,0.800,0.000,0.400,0.000,0.000,0.000
53,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
54,1,1.000,0.986,0.0,0.667,0.000,0.000,0.000,0.000,0.000
55,2,1.000,0.991,0.0,0.800,0.000,0.400,0.000,0.000,0.000
56,1,1.000,1.000,0.0,0.750,0.000,0.500,0.000,0.000,0.000
57,2,1.000,0.989,0.0,0.600,0.000,0.600,0.000,0.000,0.000
58,2,1.000,0.989,0.0,0.600,0.000,0.600,0.000,0.000,0.000
59,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
60,2,1.000,0.961,0.0,1.000,0.000,0.500,0.000,0.000,0.000
61,2,1.000,0.991,0.0,0.600,0.000,0.600,0.000,0.000,0.000
62,2,1.000,0.989,0.0,0.600,0.000,0.400,0.000,0.000,0.000
63,2,1.000,0.986,0.0,0.600,0.000,0.600,0.000,0.000,0.000
64,1,1.000,1.000,0.0,1.000,0.000,0.333,0.000,0.000,0.000
65,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
66,2,1.000,0.991,0.0,0.800,0.000,0.400,0.000,0.000,0.000
67,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
68,2,1.000,0.986,0.0,0.600,0.000,0.800,0.000,0.000,0.000
69,2,1.000,1.000,0.0,0.667,0.000,0.500,0.000,0.000,0.000
70,2,1.000,0.986,0.0,0.500,0.000,0.500,0.000,0.000,0.000
71,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
72,2,1.000,0.991,0.0,0.600,0.000,0.400,0.000,0.000,0.000
73,2,1.000,1.000,0.0,0.600,0.000,0.800,0.000,0.000,0.000
74,1,1.000,0.986,0.0,0.667,0.000,0.333,0.000,0.000,0.000
75,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
76,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
77,2,1.000,0.989,0.0,0.800,0.000,0.600,0.000,0.000,0.000
78,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
79,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
80,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
81,2,1.000,0.991,0.0,0.600,0.000,0.600,0.000,0.000,0.000
82,2,1.000,0.986,0.0,0.600,0.000,0.600,0.000,0.000,0.000
83,2,1.000,0.991,0.0,0.833,0.000,0.500,0.000,0.000,0.000
84,2,1.000,1.000,0.0,0.800,0.000,0.600,0.000,0.000,0.000
85,2,1.000,0.991,0.0,0.800,0.000,0.400,0.000,0.000,0.000
86,1,1.000,0.991,0.0,1.000,0.000,0.000,0.000,0.000,0.000
87,1,1.000,0.986,0.0,1.000,0.000,0.000,0.000,0.000,0.000
88,2,1.000,0.986,0.0,1.000,0.000,0.400,0.000,0.000,0.000
89,1,1.000,1.000,0.0,1.000,0.000,0.333,0.000,0.000,0.000
90,2,1.000,0.989,0.0,0.833,0.000,0.500,0.000,0.000,0.000
91,2,1.000,1.000,0.0,1.000,0.000,0.400,0.000,0.000,0.000
92,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
93,2,1.000,1.000,0.0,0.600,0.000,0.800,0.000,0.000,0.000
94,2,1.000,0.991,0.0,1.000,0.000,0.400,0.000,0.000,0.000
95,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
96,2,1.000,0.991,0.0,0.600,0.000,0.600,0.000,0.000,0.000
97,2,1.000,1.000,0.0,1.000,0.000,0.400,0.000,0.000,0.000
98,1,1.000,0.986,0.0,1.000,0.000,0.333,0.000,0.000,0.000
99,2,1.000,0.952,0.0,1.000,0.000,0.400,0.000,0.000,0.000
100,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
