Sim_ID,Total_Rounds,Alive_Ratio,Remaining_HP_Ratio,YinYang_Deviation,Skill_Aggressive,Skill_Heal,Skill_Utility,Skill_Defensive,Turn_Skip_Ratio,Corrosion_Revert_Ratio
41,3,1.000,1.000,0.0,0.556,0.222,0.333,0.000,0.000,0.000
42,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
43,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
44,2,1.000,0.976,0.0,0.667,0.167,0.333,0.000,0.000,0.000
45,2,1.000,1.000,0.0,0.667,0.167,0.167,0.000,0.000,0.000
46,3,1.000,0.886,0.0,0.667,0.222,0.333,0.000,0.000,0.000
47,3,1.000,1.000,0.0,0.600,0.200,0.300,0.000,0.000,0.000
48,2,1.000,1.000,0.0,0.667,0.167,0.333,0.000,0.000,0.000
49,3,1.000,1.000,0.0,0.556,0.222,0.333,0.000,0.000,0.000
50,3,1.000,0.923,0.0,0.556,0.222,0.333,0.000,0.000,0.000
51,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
52,2,1.000,1.000,0.0,0.667,0.167,0.333,0.000,0.000,0.000
53,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
54,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
55,3,1.000,0.917,0.0,0.700,0.200,0.300,0.000,0.000,0.000
56,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
57,3,1.000,1.000,0.0,0.600,0.200,0.300,0.000,0.000,0.000
58,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
59,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
60,2,1.000,0.976,0.0,0.833,0.167,0.167,0.000,0.000,0.000
61,2,1.000,0.982,0.0,0.833,0.167,0.167,0.000,0.000,0.000
62,2,1.000,1.000,0.0,0.667,0.167,0.333,0.000,0.000,0.000
63,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
64,3,1.000,1.000,0.0,0.667,0.222,0.333,0.000,0.000,0.000
65,2,1.000,0.972,0.0,0.833,0.167,0.167,0.000,0.000,0.000
66,3,1.000,0.923,0.0,0.667,0.222,0.222,0.000,0.000,0.000
67,3,1.000,0.903,0.0,0.700,0.200,0.300,0.000,0.000,0.000
68,3,1.000,0.978,0.0,0.556,0.222,0.333,0.000,0.000,0.000
69,2,1.000,0.943,0.0,0.833,0.167,0.167,0.000,0.000,0.000
70,2,1.000,1.000,0.0,0.833,0.167,0.167,0.000,0.000,0.000
71,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
72,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
73,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
74,3,1.000,0.938,0.0,0.667,0.222,0.333,0.000,0.000,0.000
75,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
76,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
77,3,1.000,0.939,0.0,0.667,0.222,0.333,0.000,0.000,0.000
78,3,1.000,1.000,0.0,0.556,0.222,0.333,0.000,0.000,0.000
79,3,1.000,0.976,0.0,0.600,0.200,0.300,0.000,0.000,0.000
80,3,1.000,1.000,0.0,0.556,0.222,0.333,0.000,0.000,0.000
81,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
82,2,1.000,1.000,0.0,0.667,0.167,0.333,0.000,0.000,0.000
83,2,1.000,1.000,0.0,0.667,0.167,0.167,0.000,0.000,0.000
84,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
85,3,1.000,1.000,0.0,0.556,0.222,0.333,0.000,0.000,0.000
86,2,1.000,1.000,0.0,0.800,0.200,0.200,0.000,0.000,0.000
87,2,1.000,1.000,0.0,0.800,0.200,0.200,0.000,0.000,0.000
88,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
89,2,1.000,1.000,0.0,0.667,0.167,0.333,0.000,0.000,0.000
90,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
91,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
92,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
93,2,1.000,1.000,0.0,0.600,0.200,0.200,0.000,0.000,0.000
94,2,1.000,0.956,0.0,0.750,0.250,0.250,0.000,0.000,0.000
95,3,1.000,0.971,0.0,0.556,0.222,0.333,0.000,0.000,0.000
96,2,1.000,1.000,0.0,0.667,0.167,0.333,0.000,0.000,0.000
97,2,1.000,1.000,0.0,0.667,0.167,0.167,0.000,0.000,0.000
98,3,1.000,0.976,0.0,0.600,0.200,0.300,0.000,0.000,0.000
99,2,1.000,0.950,0.0,0.833,0.167,0.167,0.000,0.000,0.000
100,2,1.000,1.000,0.0,0.833,0.167,0.167,0.000,0.000,0.000
