Sim_ID,Total_Rounds,Alive_Ratio,Remaining_HP_Ratio,YinYang_Deviation,Skill_Aggressive,Skill_Heal,Skill_Utility,Skill_Defensive,Turn_Skip_Ratio,Corrosion_Revert_Ratio
27,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
28,2,1.000,0.988,0.0,0.800,0.000,0.400,0.000,0.000,0.000
29,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
30,1,1.000,1.000,0.0,0.667,0.000,0.000,0.000,0.000,0.000
31,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
32,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
33,1,1.000,1.000,0.0,0.667,0.000,0.000,0.000,0.000,0.000
34,2,1.000,0.992,0.0,0.714,0.000,0.571,0.000,0.000,0.000
35,2,1.000,1.000,0.0,0.667,0.000,0.500,0.000,0.000,0.000
36,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
37,1,1.000,1.000,0.0,0.667,0.000,0.333,0.000,0.000,0.000
38,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
39,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
40,1,1.000,1.000,0.0,0.667,0.000,0.333,0.000,0.000,0.000
41,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
42,1,1.000,1.000,0.0,0.500,0.000,0.250,0.000,0.000,0.000
43,1,1.000,1.000,0.0,0.500,0.000,0.250,0.000,0.000,0.000
44,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
45,2,1.000,1.000,0.0,0.667,0.000,0.667,0.000,0.000,0.000
46,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
47,2,1.000,0.990,0.0,0.800,0.000,0.400,0.000,0.000,0.000
48,2,1.000,0.992,0.0,0.600,0.000,0.400,0.000,0.000,0.000
49,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
50,1,1.000,1.000,0.0,0.667,0.000,0.333,0.000,0.000,0.000
51,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
52,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
53,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
54,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
55,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
56,2,1.000,0.990,0.0,0.800,0.000,0.400,0.000,0.000,0.000
57,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
58,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
59,2,1.000,0.903,0.0,0.571,0.000,0.714,0.000,0.000,0.000
60,2,1.000,0.990,0.0,0.800,0.000,0.400,0.000,0.000,0.000
61,1,1.000,0.992,0.0,1.000,0.000,0.000,0.000,0.000,0.000
62,2,1.000,1.000,0.0,0.667,0.000,0.500,0.000,0.000,0.000
63,2,1.000,0.988,0.0,0.833,0.000,0.333,0.000,0.000,0.000
64,2,1.000,0.992,0.0,0.800,0.000,0.600,0.000,0.000,0.000
65,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
66,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
67,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
68,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
69,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
70,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
71,3,1.000,0.932,10.0,0.556,0.000,0.667,0.000,0.000,0.000
72,2,1.000,1.000,0.0,0.667,0.000,0.667,0.000,0.000,0.000
73,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
74,2,1.000,1.000,0.0,0.571,0.000,0.714,0.000,0.000,0.000
75,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
76,1,1.000,0.988,0.0,1.000,0.000,0.000,0.000,0.000,0.000
77,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
78,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
79,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
80,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
81,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
82,2,1.000,1.000,0.0,0.667,0.000,0.500,0.000,0.000,0.000
83,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
84,1,1.000,1.000,0.0,0.667,0.000,0.000,0.000,0.000,0.000
85,1,1.000,1.000,0.0,0.667,0.000,0.333,0.000,0.000,0.000
86,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
87,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
88,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
89,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
90,2,1.000,0.992,0.0,0.600,0.000,0.800,0.000,0.000,0.000
91,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
92,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
93,2,1.000,1.000,0.0,0.667,0.000,0.500,0.000,0.000,0.000
94,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
95,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
96,2,1.000,1.000,0.0,0.667,0.000,0.500,0.000,0.000,0.000
97,1,1.000,0.988,0.0,0.667,0.000,0.333,0.000,0.000,0.000
98,1,1.000,1.000,0.0,0.667,0.000,0.333,0.000,0.000,0.000
99,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
100,2,1.000,0.990,0.0,0.833,0.000,0.667,0.000,0.000,0.000
