Sim_ID,Total_Rounds,Alive_Ratio,Remaining_HP_Ratio,YinYang_Deviation,Skill_Aggressive,Skill_Heal,Skill_Utility,Skill_Defensive,Turn_Skip_Ratio,Corrosion_Revert_Ratio
28,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
29,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
30,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
31,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
32,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
33,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
34,3,1.000,0.903,0.0,0.556,0.000,0.333,0.000,0.000,0.000
35,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
36,3,1.000,0.901,0.0,0.556,0.000,0.444,0.000,0.000,0.000
37,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
38,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
39,2,1.000,1.000,0.0,0.667,0.000,0.167,0.000,0.000,0.000
40,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
41,3,1.000,0.891,0.0,0.556,0.000,0.333,0.000,0.000,0.000
42,2,1.000,0.990,0.0,0.800,0.000,0.200,0.000,0.000,0.000
43,3,1.000,0.988,0.0,0.556,0.000,0.444,0.000,0.000,0.000
44,2,1.000,1.000,0.0,0.833,0.000,0.333,0.000,0.000,0.000
45,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
46,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
47,2,1.000,1.000,0.0,0.500,0.000,0.500,0.000,0.000,0.000
48,3,1.000,0.919,0.0,0.556,0.000,0.444,0.000,0.000,0.000
49,3,1.000,0.972,0.0,0.556,0.000,0.444,0.000,0.000,0.000
50,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
51,2,1.000,1.000,0.0,0.667,0.000,0.167,0.000,0.000,0.000
52,3,1.000,0.915,0.0,0.667,0.000,0.333,0.000,0.000,0.000
53,3,1.000,0.911,0.0,0.545,0.000,0.364,0.000,0.000,0.000
54,2,1.000,1.000,0.0,0.600,0.000,0.600,0.000,0.000,0.000
55,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
56,3,1.000,0.915,0.0,0.600,0.000,0.400,0.000,0.000,0.000
57,3,1.000,0.899,0.0,0.600,0.000,0.300,0.000,0.000,0.000
58,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
59,3,1.000,0.992,0.0,0.556,0.000,0.444,0.000,0.000,0.000
60,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
61,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
62,2,1.000,1.000,0.0,0.800,0.000,0.200,0.000,0.000,0.000
63,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
64,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
65,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
66,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
67,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
68,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
69,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
70,2,1.000,1.000,0.0,0.800,0.000,0.200,0.000,0.000,0.000
71,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
72,2,1.000,1.000,0.0,0.800,0.000,0.400,0.000,0.000,0.000
73,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
74,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
75,3,1.000,0.891,0.0,0.556,0.000,0.444,0.000,0.000,0.000
76,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
77,3,1.000,0.891,0.0,0.600,0.000,0.400,0.000,0.000,0.000
78,2,1.000,1.000,0.0,0.833,0.000,0.333,0.000,0.000,0.000
79,3,1.000,0.915,0.0,0.556,0.000,0.333,0.000,0.000,0.000
80,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
81,2,1.000,1.000,0.0,0.800,0.000,0.200,0.000,0.000,0.000
82,3,1.000,0.891,0.0,0.556,0.000,0.333,0.000,0.000,0.000
83,2,1.000,1.000,0.0,0.800,0.000,0.200,0.000,0.000,0.000
84,3,1.000,0.988,0.0,0.556,0.000,0.444,0.000,0.000,0.000
85,3,1.000,0.917,0.0,0.556,0.000,0.444,0.000,0.000,0.000
86,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
87,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
88,1,1.000,1.000,0.0,0.667,0.000,0.333,0.000,0.000,0.000
89,2,1.000,1.000,0.0,0.800,0.000,0.200,0.000,0.000,0.000
90,2,1.000,0.990,0.0,0.800,0.000,0.200,0.000,0.000,0.000
91,2,1.000,1.000,0.0,0.600,0.000,0.200,0.000,0.000,0.000
92,3,1.000,0.970,0.0,0.556,0.000,0.444,0.000,0.000,0.000
93,1,1.000,1.000,0.0,1.000,0.000,0.000,0.000,0.000,0.000
94,2,1.000,1.000,0.0,0.600,0.000,0.400,0.000,0.000,0.000
95,3,1.000,0.915,0.0,0.600,0.000,0.400,0.000,0.000,0.000
96,3,1.000,0.899,0.0,0.556,0.000,0.333,0.000,0.000,0.000
97,1,1.000,1.000,0.0,0.667,0.000,0.333,0.000,0.000,0.000
98,3,1.000,0.921,0.0,0.556,0.000,0.444,0.000,0.000,0.000
99,2,1.000,1.000,0.0,0.667,0.000,0.167,0.000,0.000,0.000
100,3,1.000,0.893,0.0,0.600,0.000,0.300,0.000,0.000,0.000
