Sim_ID,Result,Total_Rounds,P_Alive_Count,E_Alive_Count,P_Remain_HP_Ratio,E_Remain_HP_Ratio,P_Corrosion_Deaths,E_Corrosion_Deaths,P_Tendency_Distribution,E_Tendency_Distribution,P_Dmg_Split,E_Dmg_Split,P_Heal_Done,E_Heal_Done,P_Status_Impact,E_Status_Impact,P_Skill_Counters,E_Skill_Counters
19,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:249|Status:0,Direct:0|Status:0,36,0,None,None,Ult:1|Norm:5,Norm:1
20,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:258|Status:0,Direct:0|Status:0,48,0,None,None,Norm:5|Ult:1,Norm:1
21,PlayerWin,2,4,0,96.9,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:246|Status:0,Direct:35|Status:0,54,0,None,None,Ult:1|Norm:5,Norm:3
22,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:254|Status:0,Direct:0|Status:0,42,0,None,None,Ult:1|Norm:5,Norm:1
23,PlayerWin,3,4,0,94.7,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:257|Status:0,Direct:29|Status:0,76,0,None,None,Ult:1|Norm:9,Norm:3
24,PlayerWin,3,4,0,90.8,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:246|Status:0,Direct:50|Status:0,80,0,None,None,Norm:8|Ult:1,Norm:3
25,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:249|Status:0,Direct:0|Status:0,42,0,None,None,Ult:1|Norm:4,Norm:2
26,PlayerWin,3,4,0,94.3,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:233|Status:0,Direct:31|Status:0,75,0,None,None,Norm:8|Ult:1,Norm:4
27,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:242|Status:0,Direct:0|Status:0,45,0,None,None,Ult:1|Norm:5,Norm:2
28,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:260|Status:0,Direct:0|Status:0,36,0,None,None,Norm:4|Ult:1,Norm:1
29,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:245|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
30,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:256|Status:0,Direct:0|Status:0,36,0,None,None,Ult:1|Norm:5,Norm:1
31,PlayerWin,3,4,0,93.9,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:271|Status:0,Direct:48|Status:0,81,0,None,None,Norm:8|Ult:1,Norm:4
32,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:247|Status:0,Direct:0|Status:0,39,0,None,None,Ult:1|Norm:5,Norm:2
33,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:238|Status:0,Direct:0|Status:0,82,0,None,None,Norm:8|Ult:1,Norm:3
34,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:250|Status:0,Direct:10|Status:0,86,0,None,None,Ult:1|Norm:8,Norm:3
35,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:228|Status:0,Direct:0|Status:0,48,0,None,None,Ult:1|Norm:5,Norm:1
36,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:233|Status:0,Direct:0|Status:0,36,0,None,None,Ult:1|Norm:5,Norm:2
37,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:240|Status:0,Direct:11|Status:0,45,0,None,None,Ult:1|Norm:5,Norm:3
38,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:257|Status:0,Direct:0|Status:0,51,0,None,None,Norm:4|Ult:1,Norm:1
39,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:235|Status:0,Direct:13|Status:0,77,0,None,None,Ult:1|Norm:8,Norm:4
40,PlayerWin,2,4,0,95.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:240|Status:0,Direct:27|Status:0,39,0,None,None,Ult:1|Norm:5,Norm:3
41,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:273|Status:0,Direct:0|Status:0,68,0,None,None,Ult:1|Norm:8,Norm:1
42,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:239|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
43,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:249|Status:0,Direct:0|Status:0,36,0,None,None,Ult:1|Norm:4,Norm:1
44,PlayerWin,2,4,0,97.6,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:236|Status:0,Direct:13|Status:0,42,0,None,None,Norm:5|Ult:1,Norm:3
45,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:252|Status:0,Direct:0|Status:0,54,0,None,None,Norm:5|Ult:1,Norm:2
46,PlayerWin,3,4,0,88.6,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:249|Status:0,Direct:85|Status:0,84,0,None,None,Ult:1|Norm:8,Norm:5
47,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:255|Status:0,Direct:0|Status:0,85,0,None,None,Norm:9|Ult:1,Norm:3
48,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:256|Status:0,Direct:0|Status:0,42,0,None,None,Ult:1|Norm:5,Norm:1
49,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:246|Status:0,Direct:0|Status:0,86,0,None,None,Norm:8|Ult:1,Norm:3
50,PlayerWin,3,4,0,92.3,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:242|Status:0,Direct:61|Status:0,86,0,None,None,Ult:1|Norm:8,Norm:5
51,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:243|Status:0,Direct:0|Status:0,54,0,None,None,Ult:1|Norm:4,Norm:2
52,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:241|Status:0,Direct:0|Status:0,39,0,None,None,Ult:1|Norm:5,Norm:1
53,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:251|Status:0,Direct:0|Status:0,36,0,None,None,Norm:4|Ult:1,Norm:2
54,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:257|Status:0,Direct:0|Status:0,54,0,None,None,Ult:1|Norm:4,Norm:1
55,PlayerWin,3,4,0,91.7,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:249|Status:0,Direct:60|Status:0,84,0,None,None,Ult:1|Norm:9,Norm:5
56,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:257|Status:0,Direct:0|Status:0,48,0,None,None,Ult:1|Norm:4,Norm:1
57,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:245|Status:0,Direct:15|Status:0,95,0,None,None,Ult:1|Norm:9,Norm:3
58,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:256|Status:0,Direct:0|Status:0,48,0,None,None,Ult:1|Norm:4,Norm:1
59,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:271|Status:0,Direct:0|Status:0,42,0,None,None,Ult:1|Norm:4,Norm:1
60,PlayerWin,2,4,0,97.6,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:259|Status:0,Direct:13|Status:0,42,0,None,None,Ult:1|Norm:5,Norm:2
61,PlayerWin,2,4,0,98.2,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:238|Status:0,Direct:24|Status:0,42,0,None,None,Ult:1|Norm:5,Norm:2
62,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:266|Status:0,Direct:0|Status:0,42,0,None,None,Ult:1|Norm:5,Norm:1
63,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:262|Status:0,Direct:0|Status:0,42,0,None,None,Ult:1|Norm:4,Norm:1
64,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:265|Status:0,Direct:12|Status:0,83,0,None,None,Ult:1|Norm:8,Norm:3
65,PlayerWin,2,4,0,97.2,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:234|Status:0,Direct:15|Status:0,36,0,None,None,Ult:1|Norm:5,Norm:2
66,PlayerWin,3,4,0,92.3,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:258|Status:0,Direct:42|Status:0,88,0,None,None,Ult:1|Norm:8,Norm:3
67,PlayerWin,3,4,0,90.3,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:253|Status:0,Direct:81|Status:0,96,0,None,None,Ult:1|Norm:9,Norm:4
68,PlayerWin,3,4,0,97.8,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:236|Status:0,Direct:12|Status:0,77,0,None,None,Norm:8|Ult:1,Norm:3
69,PlayerWin,2,4,0,94.3,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:235|Status:0,Direct:31|Status:0,51,0,None,None,Ult:1|Norm:5,Norm:2
70,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:227|Status:0,Direct:13|Status:0,54,0,None,None,Ult:1|Norm:5,Norm:2
71,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:253|Status:0,Direct:0|Status:0,51,0,None,None,Ult:1|Norm:4,Norm:1
72,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:245|Status:0,Direct:0|Status:0,51,0,None,None,Ult:1|Norm:4,Norm:1
73,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:266|Status:0,Direct:0|Status:0,39,0,None,None,Ult:1|Norm:4,Norm:1
74,PlayerWin,3,4,0,93.8,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:248|Status:0,Direct:68|Status:0,92,0,None,None,Ult:1|Norm:8,Norm:5
75,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:251|Status:0,Direct:0|Status:0,39,0,None,None,Ult:1|Norm:4,Norm:1
76,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:255|Status:0,Direct:0|Status:0,39,0,None,None,Ult:1|Norm:4,Norm:1
77,PlayerWin,3,4,0,93.9,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:260|Status:0,Direct:58|Status:0,81,0,None,None,Ult:1|Norm:8,Norm:5
78,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:259|Status:0,Direct:0|Status:0,93,0,None,None,Norm:8|Ult:1,Norm:3
79,PlayerWin,3,4,0,97.6,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:263|Status:0,Direct:13|Status:0,85,0,None,None,Ult:1|Norm:9,Norm:3
80,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:248|Status:0,Direct:0|Status:0,89,0,None,None,Norm:8|Ult:1,Norm:3
81,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:240|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
82,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:254|Status:0,Direct:0|Status:0,42,0,None,None,Norm:5|Ult:1,Norm:1
83,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:259|Status:0,Direct:0|Status:0,36,0,None,None,Norm:5|Ult:1,Norm:1
84,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:260|Status:0,Direct:0|Status:0,36,0,None,None,Ult:1|Norm:4,Norm:1
85,PlayerWin,3,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:258|Status:0,Direct:0|Status:0,85,0,None,None,Norm:8|Ult:1,Norm:3
86,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:236|Status:0,Direct:0|Status:0,48,0,None,None,Ult:1|Norm:4,Norm:1
87,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:228|Status:0,Direct:0|Status:0,51,0,None,None,Ult:1|Norm:4,Norm:1
88,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:261|Status:0,Direct:0|Status:0,39,0,None,None,Ult:1|Norm:4,Norm:1
89,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:258|Status:0,Direct:0|Status:0,39,0,None,None,Norm:5|Ult:1,Norm:1
