Sim_ID,Result,Total_Rounds,P_Alive_Count,E_Alive_Count,P_Remain_HP_Ratio,E_Remain_HP_Ratio,P_Corrosion_Deaths,E_Corrosion_Deaths,P_Tendency_Distribution,E_Tendency_Distribution,P_Dmg_Split,E_Dmg_Split,P_Heal_Done,E_Heal_Done,P_Status_Impact,E_Status_Impact,P_Skill_Counters,E_Skill_Counters
21,PlayerWin,3,4,0,97.5,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:235|Status:0,Direct:11|Status:0,0,0,None,None,Norm:8|Ult:1,Norm:4
22,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:223|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
23,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:262|Status:0,Direct:0|Status:0,0,0,None,None,Norm:3|Ult:1,Norm:2
24,PlayerWin,1,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:229|Status:0,Direct:6|Status:0,0,0,None,None,Ult:1|Norm:1,Norm:1
25,PlayerWin,1,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:248|Status:0,Direct:4|Status:0,0,0,None,None,Norm:2|Ult:1,Norm:1
26,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:240|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
27,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:254|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
28,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:274|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
29,PlayerWin,3,4,0,97.5,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:267|Status:0,Direct:11|Status:0,0,0,None,None,Norm:8|Ult:1,Norm:4
30,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:242|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
31,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:259|Status:0,Direct:0|Status:0,0,0,None,None,Norm:5|Ult:1,None
32,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:243|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
33,PlayerWin,3,4,0,89.4,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:236|Status:0,Direct:46|Status:0,0,0,None,None,Ult:1|Norm:9,Norm:4
34,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:236|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:3
35,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:229|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
36,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:239|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:3,None
37,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:234|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:3
38,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:253|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
39,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:261|Status:0,Direct:0|Status:0,0,0,None,None,Norm:3|Ult:1,Norm:2
40,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:246|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
41,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:256|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
42,PlayerWin,1,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:290|Status:0,Direct:4|Status:0,0,0,None,None,Norm:3|Ult:1,Norm:1
43,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:238|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
44,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:237|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
45,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:244|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
46,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:241|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
47,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:245|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
48,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:240|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
49,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:264|Status:0,Direct:0|Status:0,0,0,None,None,Norm:6|Ult:1,None
50,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:247|Status:0,Direct:6|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:1
51,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:265|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
52,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:237|Status:0,Direct:5|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:1
53,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:213|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:5,Norm:1
54,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:239|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
55,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:275|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
56,PlayerWin,4,4,0,77.2,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:242|Status:0,Direct:99|Status:0,0,0,None,None,Norm:13|Ult:1,Norm:8
57,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:258|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
58,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:259|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
59,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:242|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:2,None
60,PlayerWin,3,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:216|Status:0,Direct:5|Status:0,0,0,None,None,Norm:8|Ult:1,Norm:4
61,PlayerWin,1,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:234|Status:0,Direct:4|Status:0,0,0,None,None,Norm:2|Ult:1,Norm:2
62,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:225|Status:0,Direct:5|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:1
63,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:245|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
64,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:243|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
65,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:219|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
66,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:258|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
67,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:260|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
68,PlayerWin,3,4,0,90.3,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:237|Status:0,Direct:42|Status:0,0,0,None,None,Ult:1|Norm:8,Norm:2
69,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:276|Status:0,Direct:0|Status:0,0,0,None,None,Norm:2|Ult:1,Norm:2
70,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:245|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
71,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:220|Status:0,Direct:5|Status:0,0,0,None,None,Ult:1|Norm:4,Norm:2
72,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:253|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
73,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:259|Status:0,Direct:0|Status:0,0,0,None,None,Norm:2|Ult:1,None
74,PlayerWin,3,4,0,89.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:223|Status:0,Direct:48|Status:0,0,0,None,None,Ult:1|Norm:8,Norm:3
75,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:242|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
76,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:221|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
77,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:259|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
78,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:240|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:2,Norm:1
79,PlayerWin,3,4,0,86.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:239|Status:0,Direct:57|Status:0,0,0,None,None,Ult:1|Norm:8,Norm:5
80,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:225|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:4,Norm:1
81,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:248|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
82,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:247|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
83,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:251|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
84,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:247|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
85,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:244|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
86,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:255|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
87,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:230|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
88,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:264|Status:0,Direct:0|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:2
89,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:220|Status:0,Direct:4|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:2
