Sim_ID,Result,Total_Rounds,P_Alive_Count,E_Alive_Count,P_Remain_HP_Ratio,E_Remain_HP_Ratio,P_Corrosion_Deaths,E_Corrosion_Deaths,P_Tendency_Distribution,E_Tendency_Distribution,P_Dmg_Split,E_Dmg_Split,P_Heal_Done,E_Heal_Done,P_Status_Impact,E_Status_Impact,P_Skill_Counters,E_Skill_Counters
19,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:211|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
20,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:256|Status:0,Direct:0|Status:0,0,0,None,None,Norm:2|Ult:1,None
21,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:225|Status:0,Direct:4|Status:0,0,0,None,None,Ult:1|Norm:4,Norm:2
22,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:229|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
23,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:248|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
24,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:249|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
25,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:250|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
26,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:243|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
27,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:218|Status:0,Direct:0|Status:0,0,0,None,None,Norm:2|Ult:1,None
28,PlayerWin,4,4,0,95.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:262|Status:0,Direct:18|Status:0,10,0,None,None,Norm:12|Ult:1,Norm:3
29,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:245|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
30,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:236|Status:0,Direct:4|Status:0,0,0,None,None,Norm:7|Ult:1,Norm:2
31,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:230|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
32,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:251|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
33,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:238|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
34,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:240|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
35,PlayerWin,1,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:240|Status:0,Direct:4|Status:0,0,0,None,None,Ult:1|Norm:1,Norm:1
36,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:217|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:2,None
37,PlayerWin,1,4,0,97.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:259|Status:0,Direct:13|Status:0,0,0,None,None,Norm:2|Ult:1,Norm:3
38,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:250|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:2,None
39,PlayerWin,1,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:238|Status:0,Direct:4|Status:0,0,0,None,None,Ult:1|Norm:2,Norm:1
40,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:263|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
41,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:263|Status:0,Direct:4|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:1
42,PlayerWin,1,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:273|Status:0,Direct:6|Status:0,0,0,None,None,Norm:2|Ult:1,Norm:1
43,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:223|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
44,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:229|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
45,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:228|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
46,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:225|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
47,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:217|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
48,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:214|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:4,Norm:1
49,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:258|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
50,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:230|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,Norm:1
51,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:252|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
52,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:248|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
53,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:256|Status:0,Direct:0|Status:0,0,0,None,None,Norm:2|Ult:1,None
54,PlayerWin,1,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:245|Status:0,Direct:6|Status:0,0,0,None,None,Ult:1|Norm:2,Norm:1
55,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:231|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
56,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:213|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:3,Norm:1
57,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:254|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
58,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:240|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
59,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:252|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
60,PlayerWin,2,4,0,96.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:222|Status:0,Direct:17|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:3
61,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:276|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
62,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:266|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
63,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:240|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
64,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:262|Status:0,Direct:0|Status:0,0,0,None,None,Norm:2|Ult:1,None
65,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:238|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
66,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:259|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
67,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:241|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
68,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:250|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
69,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:216|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:5,Norm:1
70,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:251|Status:0,Direct:6|Status:0,0,0,None,None,Norm:7|Ult:1,Norm:2
71,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:252|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
72,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:260|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
73,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:238|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
74,PlayerWin,1,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:227|Status:0,Direct:6|Status:0,0,0,None,None,Ult:1|Norm:2,Norm:1
75,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:246|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
76,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:231|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
77,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:264|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
78,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:264|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
79,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:233|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
80,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:249|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
81,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:237|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
82,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:232|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
83,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:242|Status:0,Direct:4|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:2
84,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:240|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
85,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:276|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
86,PlayerWin,1,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:243|Status:0,Direct:4|Status:0,0,0,None,None,Ult:1|Norm:1,Norm:1
87,PlayerWin,1,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:233|Status:0,Direct:6|Status:0,0,0,None,None,Ult:1|Norm:2,Norm:1
88,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:247|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
89,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:258|Status:0,Direct:0|Status:0,0,0,None,None,Norm:2|Ult:1,Norm:1
